"","x"
"1",0.807728725292934
"2",0.905388312673919
"3",0.713629842180775
"4",0.725033245759138
"5",0.732801064537592
"6",0.751598465473146
"7",0.753462085485441
"8",0.860266383781235
"9",0.782712376635029
"10",0.749096298438404
